category,n_docs,min_cluster_size,is_scaled,umap_n_neighbors,umap_n_components,min_samples,n_topics,outlier_pct,config_name
cs.IR,3076,50,False,15,10,5,12,32.54,cs.IR_mcs50_nn15_nc10_ms5
cs.IR,3076,50,False,15,10,10,12,36.44,cs.IR_mcs50_nn15_nc10_ms10
cs.IR,3076,50,False,30,5,5,14,32.83,cs.IR_mcs50_nn30_nc5_ms5
cs.IR,3076,50,False,30,5,10,15,38.88,cs.IR_mcs50_nn30_nc5_ms10
cs.IR,3076,50,False,30,10,5,14,30.07,cs.IR_mcs50_nn30_nc10_ms5
cs.IR,3076,50,False,30,10,10,14,37.03,cs.IR_mcs50_nn30_nc10_ms10
cs.IR,3076,76,True,10,5,5,2,4.65,cs.IR_mcs76_nn10_nc5_ms5
cs.IR,3076,76,True,10,5,10,2,5.33,cs.IR_mcs76_nn10_nc5_ms10
cs.IR,3076,76,True,10,10,5,10,34.82,cs.IR_mcs76_nn10_nc10_ms5
cs.IR,3076,76,True,10,10,10,11,33.68,cs.IR_mcs76_nn10_nc10_ms10
cs.IR,3076,76,True,15,5,5,3,5.23,cs.IR_mcs76_nn15_nc5_ms5
cs.IR,3076,76,True,15,5,10,5,15.34,cs.IR_mcs76_nn15_nc5_ms10
cs.IR,3076,76,True,15,10,5,9,33.55,cs.IR_mcs76_nn15_nc10_ms5
cs.IR,3076,76,True,15,10,10,7,37.78,cs.IR_mcs76_nn15_nc10_ms10
cs.IR,3076,76,True,30,5,5,7,26.17,cs.IR_mcs76_nn30_nc5_ms5
cs.IR,3076,76,True,30,5,10,6,29.29,cs.IR_mcs76_nn30_nc5_ms10
cs.IR,3076,76,True,30,10,5,11,34.1,cs.IR_mcs76_nn30_nc10_ms5
cs.IR,3076,76,True,30,10,10,6,29.68,cs.IR_mcs76_nn30_nc10_ms10
cs.IR,3076,80,False,10,5,5,11,26.92,cs.IR_mcs80_nn10_nc5_ms5
cs.IR,3076,80,False,10,5,10,9,38.52,cs.IR_mcs80_nn10_nc5_ms10
cs.IR,3076,80,False,10,10,5,10,34.82,cs.IR_mcs80_nn10_nc10_ms5
cs.IR,3076,80,False,10,10,10,10,29.55,cs.IR_mcs80_nn10_nc10_ms10
cs.IR,3076,80,False,15,5,5,2,5.14,cs.IR_mcs80_nn15_nc5_ms5
cs.IR,3076,80,False,15,5,10,3,4.52,cs.IR_mcs80_nn15_nc5_ms10
cs.IR,3076,80,False,15,10,5,9,33.55,cs.IR_mcs80_nn15_nc10_ms5
cs.IR,3076,80,False,15,10,10,7,37.78,cs.IR_mcs80_nn15_nc10_ms10
cs.IR,3076,80,False,30,5,5,7,26.17,cs.IR_mcs80_nn30_nc5_ms5
cs.IR,3076,80,False,30,5,10,6,29.29,cs.IR_mcs80_nn30_nc5_ms10
cs.IR,3076,80,False,30,10,5,10,36.67,cs.IR_mcs80_nn30_nc10_ms5
cs.IR,3076,80,False,30,10,10,6,29.68,cs.IR_mcs80_nn30_nc10_ms10
cs.IR,3076,120,False,10,5,5,6,18.73,cs.IR_mcs120_nn10_nc5_ms5
cs.IR,3076,120,False,10,5,10,6,35.4,cs.IR_mcs120_nn10_nc5_ms10
cs.IR,3076,120,False,10,10,5,8,27.76,cs.IR_mcs120_nn10_nc10_ms5
cs.IR,3076,120,False,10,10,10,5,22.07,cs.IR_mcs120_nn10_nc10_ms10
cs.IR,3076,120,False,15,5,5,2,5.14,cs.IR_mcs120_nn15_nc5_ms5
cs.IR,3076,120,False,15,5,10,3,4.52,cs.IR_mcs120_nn15_nc5_ms10
cs.IR,3076,120,False,15,10,5,4,16.25,cs.IR_mcs120_nn15_nc10_ms5
cs.IR,3076,120,False,15,10,10,2,11.64,cs.IR_mcs120_nn15_nc10_ms10
cs.IR,3076,120,False,30,5,5,5,24.74,cs.IR_mcs120_nn30_nc5_ms5
cs.IR,3076,120,False,30,5,10,2,11.96,cs.IR_mcs120_nn30_nc5_ms10
cs.IR,3076,120,False,30,10,5,9,39.76,cs.IR_mcs120_nn30_nc10_ms5
cs.IR,3076,120,False,30,10,10,2,8.62,cs.IR_mcs120_nn30_nc10_ms10
cs.IR,3076,200,False,10,5,5,5,22.98,cs.IR_mcs200_nn10_nc5_ms5
cs.IR,3076,200,False,10,5,10,4,25.52,cs.IR_mcs200_nn10_nc5_ms10
cs.IR,3076,200,False,10,10,5,4,18.34,cs.IR_mcs200_nn10_nc10_ms5
cs.IR,3076,200,False,10,10,10,5,22.07,cs.IR_mcs200_nn10_nc10_ms10
cs.IR,3076,200,False,15,5,5,2,5.14,cs.IR_mcs200_nn15_nc5_ms5
cs.IR,3076,200,False,15,5,10,3,4.52,cs.IR_mcs200_nn15_nc5_ms10
cs.IR,3076,200,False,15,10,5,2,11.54,cs.IR_mcs200_nn15_nc10_ms5
cs.IR,3076,200,False,15,10,10,2,11.64,cs.IR_mcs200_nn15_nc10_ms10
cs.IR,3076,200,False,30,5,5,2,12.09,cs.IR_mcs200_nn30_nc5_ms5
cs.IR,3076,200,False,30,5,10,2,11.96,cs.IR_mcs200_nn30_nc5_ms10
cs.IR,3076,200,False,30,10,5,3,18.08,cs.IR_mcs200_nn30_nc10_ms5
cs.IR,3076,200,False,30,10,10,2,8.62,cs.IR_mcs200_nn30_nc10_ms10
cs.DB,1532,30,False,10,5,5,4,0.0,cs.DB_mcs30_nn10_nc5_ms5
cs.DB,1532,30,False,10,5,10,18,25.98,cs.DB_mcs30_nn10_nc5_ms10
cs.DB,1532,30,False,10,10,5,19,31.46,cs.DB_mcs30_nn10_nc10_ms5
cs.DB,1532,30,False,10,10,10,5,1.24,cs.DB_mcs30_nn10_nc10_ms10
cs.DB,1532,30,False,15,5,5,4,0.0,cs.DB_mcs30_nn15_nc5_ms5
cs.DB,1532,30,False,15,5,10,4,0.0,cs.DB_mcs30_nn15_nc5_ms10
cs.DB,1532,30,False,15,10,5,4,0.0,cs.DB_mcs30_nn15_nc10_ms5
cs.DB,1532,30,False,15,10,10,4,0.0,cs.DB_mcs30_nn15_nc10_ms10
cs.DB,1532,30,False,30,5,5,4,0.0,cs.DB_mcs30_nn30_nc5_ms5
cs.DB,1532,30,False,30,5,10,4,0.0,cs.DB_mcs30_nn30_nc5_ms10
cs.DB,1532,30,False,30,10,5,16,28.39,cs.DB_mcs30_nn30_nc10_ms5
cs.DB,1532,30,False,30,10,10,4,0.2,cs.DB_mcs30_nn30_nc10_ms10
cs.DB,1532,38,True,10,5,5,4,0.0,cs.DB_mcs38_nn10_nc5_ms5
cs.DB,1532,38,True,10,5,10,4,0.98,cs.DB_mcs38_nn10_nc5_ms10
cs.DB,1532,38,True,10,10,5,4,0.0,cs.DB_mcs38_nn10_nc10_ms5
cs.DB,1532,38,True,10,10,10,4,0.0,cs.DB_mcs38_nn10_nc10_ms10
cs.DB,1532,38,True,15,5,5,4,0.0,cs.DB_mcs38_nn15_nc5_ms5
cs.DB,1532,38,True,15,5,10,4,0.0,cs.DB_mcs38_nn15_nc5_ms10
cs.DB,1532,38,True,15,10,5,4,0.0,cs.DB_mcs38_nn15_nc10_ms5
cs.DB,1532,38,True,15,10,10,4,0.0,cs.DB_mcs38_nn15_nc10_ms10
cs.DB,1532,38,True,30,5,5,4,0.0,cs.DB_mcs38_nn30_nc5_ms5
cs.DB,1532,38,True,30,5,10,4,0.0,cs.DB_mcs38_nn30_nc5_ms10
cs.DB,1532,38,True,30,10,5,4,0.0,cs.DB_mcs38_nn30_nc10_ms5
cs.DB,1532,38,True,30,10,10,4,0.2,cs.DB_mcs38_nn30_nc10_ms10
cs.DB,1532,50,False,10,5,5,3,0.0,cs.DB_mcs50_nn10_nc5_ms5
cs.DB,1532,50,False,10,5,10,3,0.0,cs.DB_mcs50_nn10_nc5_ms10
cs.DB,1532,50,False,10,10,5,3,2.74,cs.DB_mcs50_nn10_nc10_ms5
cs.DB,1532,50,False,10,10,10,3,2.74,cs.DB_mcs50_nn10_nc10_ms10
cs.DB,1532,50,False,15,5,5,3,0.0,cs.DB_mcs50_nn15_nc5_ms5
cs.DB,1532,50,False,15,5,10,3,0.0,cs.DB_mcs50_nn15_nc5_ms10
cs.DB,1532,50,False,15,10,5,3,2.74,cs.DB_mcs50_nn15_nc10_ms5
cs.DB,1532,50,False,15,10,10,3,2.74,cs.DB_mcs50_nn15_nc10_ms10
cs.DB,1532,50,False,30,5,5,2,3.2,cs.DB_mcs50_nn30_nc5_ms5
cs.DB,1532,50,False,30,5,10,2,3.2,cs.DB_mcs50_nn30_nc5_ms10
cs.DB,1532,50,False,30,10,5,2,0.0,cs.DB_mcs50_nn30_nc10_ms5
cs.DB,1532,50,False,30,10,10,2,0.0,cs.DB_mcs50_nn30_nc10_ms10
cs.DB,1532,80,False,10,5,5,2,20.04,cs.DB_mcs80_nn10_nc5_ms5
cs.DB,1532,80,False,10,5,10,2,21.54,cs.DB_mcs80_nn10_nc5_ms10
cs.DB,1532,80,False,10,10,5,2,19.52,cs.DB_mcs80_nn10_nc10_ms5
cs.DB,1532,80,False,10,10,10,4,30.68,cs.DB_mcs80_nn10_nc10_ms10
cs.DB,1532,80,False,15,5,5,5,27.55,cs.DB_mcs80_nn15_nc5_ms5
cs.DB,1532,80,False,15,5,10,5,33.62,cs.DB_mcs80_nn15_nc5_ms10
cs.DB,1532,80,False,15,10,5,5,32.38,cs.DB_mcs80_nn15_nc10_ms5
cs.DB,1532,80,False,15,10,10,5,31.66,cs.DB_mcs80_nn15_nc10_ms10
cs.DB,1532,80,False,30,5,5,2,26.7,cs.DB_mcs80_nn30_nc5_ms5
cs.DB,1532,80,False,30,5,10,6,44.97,cs.DB_mcs80_nn30_nc5_ms10
cs.DB,1532,80,False,30,10,5,2,0.0,cs.DB_mcs80_nn30_nc10_ms5
cs.DB,1532,80,False,30,10,10,2,0.0,cs.DB_mcs80_nn30_nc10_ms10
cs.DB,1532,120,False,10,5,5,2,20.04,cs.DB_mcs120_nn10_nc5_ms5
cs.DB,1532,120,False,10,5,10,2,21.54,cs.DB_mcs120_nn10_nc5_ms10
cs.DB,1532,120,False,10,10,5,3,31.85,cs.DB_mcs120_nn10_nc10_ms5
cs.DB,1532,120,False,10,10,10,3,24.61,cs.DB_mcs120_nn10_nc10_ms10
cs.DB,1532,120,False,15,5,5,4,27.22,cs.DB_mcs120_nn15_nc5_ms5
cs.DB,1532,120,False,15,5,10,2,27.28,cs.DB_mcs120_nn15_nc5_ms10
cs.DB,1532,120,False,15,10,5,3,25.0,cs.DB_mcs120_nn15_nc10_ms5
cs.DB,1532,120,False,15,10,10,3,25.39,cs.DB_mcs120_nn15_nc10_ms10
cs.DB,1532,120,False,30,5,5,2,26.7,cs.DB_mcs120_nn30_nc5_ms5
cs.DB,1532,120,False,30,5,10,2,24.28,cs.DB_mcs120_nn30_nc5_ms10
cs.DB,1532,120,False,30,10,5,3,27.35,cs.DB_mcs120_nn30_nc10_ms5
cs.DB,1532,120,False,30,10,10,3,33.22,cs.DB_mcs120_nn30_nc10_ms10
cs.DB,1532,200,False,10,5,5,2,47.45,cs.DB_mcs200_nn10_nc5_ms5
cs.DB,1532,200,False,10,5,10,2,41.64,cs.DB_mcs200_nn10_nc5_ms10
cs.DB,1532,200,False,10,10,5,2,40.47,cs.DB_mcs200_nn10_nc10_ms5
cs.DB,1532,200,False,10,10,10,2,33.75,cs.DB_mcs200_nn10_nc10_ms10
cs.DB,1532,200,False,15,5,5,2,26.57,cs.DB_mcs200_nn15_nc5_ms5
cs.DB,1532,200,False,15,5,10,2,43.02,cs.DB_mcs200_nn15_nc5_ms10
cs.DB,1532,200,False,15,10,5,3,25.0,cs.DB_mcs200_nn15_nc10_ms5
cs.DB,1532,200,False,15,10,10,2,24.48,cs.DB_mcs200_nn15_nc10_ms10
cs.DB,1532,200,False,30,5,5,2,53.92,cs.DB_mcs200_nn30_nc5_ms5
cs.DB,1532,200,False,30,5,10,0,100.0,cs.DB_mcs200_nn30_nc5_ms10
cs.DB,1532,200,False,30,10,5,2,26.76,cs.DB_mcs200_nn30_nc10_ms5
cs.DB,1532,200,False,30,10,10,2,42.75,cs.DB_mcs200_nn30_nc10_ms10
cs.SE,2281,30,False,10,5,5,23,28.1,cs.SE_mcs30_nn10_nc5_ms5
cs.SE,2281,30,False,10,5,10,22,27.53,cs.SE_mcs30_nn10_nc5_ms10
cs.SE,2281,30,False,10,10,5,23,29.15,cs.SE_mcs30_nn10_nc10_ms5
cs.SE,2281,30,False,10,10,10,2,0.0,cs.SE_mcs30_nn10_nc10_ms10
cs.SE,2281,30,False,15,5,5,23,30.6,cs.SE_mcs30_nn15_nc5_ms5
cs.SE,2281,30,False,15,5,10,19,28.58,cs.SE_mcs30_nn15_nc5_ms10
cs.SE,2281,30,False,15,10,5,23,29.86,cs.SE_mcs30_nn15_nc10_ms5
cs.SE,2281,30,False,15,10,10,18,27.44,cs.SE_mcs30_nn15_nc10_ms10
cs.SE,2281,30,False,30,5,5,2,0.0,cs.SE_mcs30_nn30_nc5_ms5
cs.SE,2281,30,False,30,5,10,2,0.0,cs.SE_mcs30_nn30_nc5_ms10
cs.SE,2281,30,False,30,10,5,2,0.0,cs.SE_mcs30_nn30_nc10_ms5
cs.SE,2281,30,False,30,10,10,2,0.0,cs.SE_mcs30_nn30_nc10_ms10
cs.SE,2281,50,False,10,5,5,13,13.5,cs.SE_mcs50_nn10_nc5_ms5
cs.SE,2281,50,False,10,5,10,14,25.78,cs.SE_mcs50_nn10_nc5_ms10
cs.SE,2281,50,False,10,10,5,19,34.5,cs.SE_mcs50_nn10_nc10_ms5
cs.SE,2281,50,False,10,10,10,14,26.52,cs.SE_mcs50_nn10_nc10_ms10
cs.SE,2281,50,False,15,5,5,12,25.38,cs.SE_mcs50_nn15_nc5_ms5
cs.SE,2281,50,False,15,5,10,12,31.08,cs.SE_mcs50_nn15_nc5_ms10
cs.SE,2281,50,False,15,10,5,10,20.6,cs.SE_mcs50_nn15_nc10_ms5
cs.SE,2281,50,False,15,10,10,11,37.53,cs.SE_mcs50_nn15_nc10_ms10
cs.SE,2281,50,False,30,5,5,11,35.73,cs.SE_mcs50_nn30_nc5_ms5
cs.SE,2281,50,False,30,5,10,9,39.68,cs.SE_mcs50_nn30_nc5_ms10
cs.SE,2281,50,False,30,10,5,10,34.55,cs.SE_mcs50_nn30_nc10_ms5
cs.SE,2281,50,False,30,10,10,9,32.27,cs.SE_mcs50_nn30_nc10_ms10
cs.SE,2281,57,True,10,5,5,12,13.5,cs.SE_mcs57_nn10_nc5_ms5
cs.SE,2281,57,True,10,5,10,12,30.43,cs.SE_mcs57_nn10_nc5_ms10
cs.SE,2281,57,True,10,10,5,13,23.24,cs.SE_mcs57_nn10_nc10_ms5
cs.SE,2281,57,True,10,10,10,11,23.81,cs.SE_mcs57_nn10_nc10_ms10
cs.SE,2281,57,True,15,5,5,12,25.38,cs.SE_mcs57_nn15_nc5_ms5
cs.SE,2281,57,True,15,5,10,11,31.0,cs.SE_mcs57_nn15_nc5_ms10
cs.SE,2281,57,True,15,10,5,6,18.68,cs.SE_mcs57_nn15_nc10_ms5
cs.SE,2281,57,True,15,10,10,8,35.86,cs.SE_mcs57_nn15_nc10_ms10
cs.SE,2281,57,True,30,5,5,9,40.51,cs.SE_mcs57_nn30_nc5_ms5
cs.SE,2281,57,True,30,5,10,9,39.68,cs.SE_mcs57_nn30_nc5_ms10
cs.SE,2281,57,True,30,10,5,9,29.99,cs.SE_mcs57_nn30_nc10_ms5
cs.SE,2281,57,True,30,10,10,9,32.27,cs.SE_mcs57_nn30_nc10_ms10
cs.SE,2281,80,False,10,5,5,7,23.89,cs.SE_mcs80_nn10_nc5_ms5
cs.SE,2281,80,False,10,5,10,6,40.38,cs.SE_mcs80_nn10_nc5_ms10
cs.SE,2281,80,False,10,10,5,8,33.63,cs.SE_mcs80_nn10_nc10_ms5
cs.SE,2281,80,False,10,10,10,6,34.46,cs.SE_mcs80_nn10_nc10_ms10
cs.SE,2281,80,False,15,5,5,8,28.58,cs.SE_mcs80_nn15_nc5_ms5
cs.SE,2281,80,False,15,5,10,7,36.78,cs.SE_mcs80_nn15_nc5_ms10
cs.SE,2281,80,False,15,10,5,6,18.68,cs.SE_mcs80_nn15_nc10_ms5
cs.SE,2281,80,False,15,10,10,8,35.86,cs.SE_mcs80_nn15_nc10_ms10
cs.SE,2281,80,False,30,5,5,6,33.27,cs.SE_mcs80_nn30_nc5_ms5
cs.SE,2281,80,False,30,5,10,9,39.68,cs.SE_mcs80_nn30_nc5_ms10
cs.SE,2281,80,False,30,10,5,7,35.91,cs.SE_mcs80_nn30_nc10_ms5
cs.SE,2281,80,False,30,10,10,8,35.51,cs.SE_mcs80_nn30_nc10_ms10
cs.SE,2281,120,False,10,5,5,3,35.86,cs.SE_mcs120_nn10_nc5_ms5
cs.SE,2281,120,False,10,5,10,3,23.72,cs.SE_mcs120_nn10_nc5_ms10
cs.SE,2281,120,False,10,10,5,3,23.67,cs.SE_mcs120_nn10_nc10_ms5
cs.SE,2281,120,False,10,10,10,5,33.14,cs.SE_mcs120_nn10_nc10_ms10
cs.SE,2281,120,False,15,5,5,4,34.98,cs.SE_mcs120_nn15_nc5_ms5
cs.SE,2281,120,False,15,5,10,4,36.52,cs.SE_mcs120_nn15_nc5_ms10
cs.SE,2281,120,False,15,10,5,4,25.95,cs.SE_mcs120_nn15_nc10_ms5
cs.SE,2281,120,False,15,10,10,4,40.46,cs.SE_mcs120_nn15_nc10_ms10
cs.SE,2281,120,False,30,5,5,3,36.78,cs.SE_mcs120_nn30_nc5_ms5
cs.SE,2281,120,False,30,5,10,3,30.95,cs.SE_mcs120_nn30_nc5_ms10
cs.SE,2281,120,False,30,10,5,6,30.56,cs.SE_mcs120_nn30_nc10_ms5
cs.SE,2281,120,False,30,10,10,5,38.32,cs.SE_mcs120_nn30_nc10_ms10
cs.SE,2281,200,False,10,5,5,2,34.98,cs.SE_mcs200_nn10_nc5_ms5
cs.SE,2281,200,False,10,5,10,3,23.72,cs.SE_mcs200_nn10_nc5_ms10
cs.SE,2281,200,False,10,10,5,3,23.67,cs.SE_mcs200_nn10_nc10_ms5
cs.SE,2281,200,False,10,10,10,3,22.62,cs.SE_mcs200_nn10_nc10_ms10
cs.SE,2281,200,False,15,5,5,3,23.94,cs.SE_mcs200_nn15_nc5_ms5
cs.SE,2281,200,False,15,5,10,3,32.44,cs.SE_mcs200_nn15_nc5_ms10
cs.SE,2281,200,False,15,10,5,3,32.35,cs.SE_mcs200_nn15_nc10_ms5
cs.SE,2281,200,False,15,10,10,3,34.46,cs.SE_mcs200_nn15_nc10_ms10
cs.SE,2281,200,False,30,5,5,3,36.78,cs.SE_mcs200_nn30_nc5_ms5
cs.SE,2281,200,False,30,5,10,2,27.05,cs.SE_mcs200_nn30_nc5_ms10
cs.SE,2281,200,False,30,10,5,2,12.28,cs.SE_mcs200_nn30_nc10_ms5
cs.SE,2281,200,False,30,10,10,3,36.56,cs.SE_mcs200_nn30_nc10_ms10
cs.CL,12418,30,False,10,5,5,98,23.66,cs.CL_mcs30_nn10_nc5_ms5
cs.CL,12418,30,False,10,5,10,92,24.19,cs.CL_mcs30_nn10_nc5_ms10
cs.CL,12418,30,False,10,10,5,96,24.3,cs.CL_mcs30_nn10_nc10_ms5
cs.CL,12418,30,False,10,10,10,85,25.25,cs.CL_mcs30_nn10_nc10_ms10
cs.CL,12418,30,False,15,5,5,90,23.58,cs.CL_mcs30_nn15_nc5_ms5
cs.CL,12418,30,False,15,5,10,83,25.12,cs.CL_mcs30_nn15_nc5_ms10
cs.CL,12418,30,False,15,10,5,96,24.51,cs.CL_mcs30_nn15_nc10_ms5
cs.CL,12418,30,False,15,10,10,82,27.63,cs.CL_mcs30_nn15_nc10_ms10
cs.CL,12418,30,False,30,5,5,90,28.65,cs.CL_mcs30_nn30_nc5_ms5
cs.CL,12418,30,False,30,5,10,78,28.72,cs.CL_mcs30_nn30_nc5_ms10
cs.CL,12418,30,False,30,10,5,81,30.21,cs.CL_mcs30_nn30_nc10_ms5
cs.CL,12418,30,False,30,10,10,74,29.97,cs.CL_mcs30_nn30_nc10_ms10
cs.CL,12418,50,False,10,5,5,56,19.35,cs.CL_mcs50_nn10_nc5_ms5
cs.CL,12418,50,False,10,5,10,54,22.62,cs.CL_mcs50_nn10_nc5_ms10
cs.CL,12418,50,False,10,10,5,56,22.82,cs.CL_mcs50_nn10_nc10_ms5
cs.CL,12418,50,False,10,10,10,54,26.57,cs.CL_mcs50_nn10_nc10_ms10
cs.CL,12418,50,False,15,5,5,56,24.28,cs.CL_mcs50_nn15_nc5_ms5
cs.CL,12418,50,False,15,5,10,56,23.06,cs.CL_mcs50_nn15_nc5_ms10
cs.CL,12418,50,False,15,10,5,57,23.85,cs.CL_mcs50_nn15_nc10_ms5
cs.CL,12418,50,False,15,10,10,56,27.69,cs.CL_mcs50_nn15_nc10_ms10
cs.CL,12418,50,False,30,5,5,55,26.1,cs.CL_mcs50_nn30_nc5_ms5
cs.CL,12418,50,False,30,5,10,53,29.08,cs.CL_mcs50_nn30_nc5_ms10
cs.CL,12418,50,False,30,10,5,51,28.86,cs.CL_mcs50_nn30_nc10_ms5
cs.CL,12418,50,False,30,10,10,48,27.1,cs.CL_mcs50_nn30_nc10_ms10
cs.CL,12418,80,False,10,5,5,40,24.73,cs.CL_mcs80_nn10_nc5_ms5
cs.CL,12418,80,False,10,5,10,38,22.35,cs.CL_mcs80_nn10_nc5_ms10
cs.CL,12418,80,False,10,10,5,40,25.84,cs.CL_mcs80_nn10_nc10_ms5
cs.CL,12418,80,False,10,10,10,38,29.32,cs.CL_mcs80_nn10_nc10_ms10
cs.CL,12418,80,False,15,5,5,37,29.2,cs.CL_mcs80_nn15_nc5_ms5
cs.CL,12418,80,False,15,5,10,39,27.03,cs.CL_mcs80_nn15_nc5_ms10
cs.CL,12418,80,False,15,10,5,36,27.55,cs.CL_mcs80_nn15_nc10_ms5
cs.CL,12418,80,False,15,10,10,37,30.42,cs.CL_mcs80_nn15_nc10_ms10
cs.CL,12418,80,False,30,5,5,36,29.13,cs.CL_mcs80_nn30_nc5_ms5
cs.CL,12418,80,False,30,5,10,31,29.43,cs.CL_mcs80_nn30_nc5_ms10
cs.CL,12418,80,False,30,10,5,33,30.39,cs.CL_mcs80_nn30_nc10_ms5
cs.CL,12418,80,False,30,10,10,32,32.62,cs.CL_mcs80_nn30_nc10_ms10
cs.CL,12418,120,False,10,5,5,24,27.21,cs.CL_mcs120_nn10_nc5_ms5
cs.CL,12418,120,False,10,5,10,25,27.19,cs.CL_mcs120_nn10_nc5_ms10
cs.CL,12418,120,False,10,10,5,22,26.74,cs.CL_mcs120_nn10_nc10_ms5
cs.CL,12418,120,False,10,10,10,24,32.73,cs.CL_mcs120_nn10_nc10_ms10
cs.CL,12418,120,False,15,5,5,25,30.43,cs.CL_mcs120_nn15_nc5_ms5
cs.CL,12418,120,False,15,5,10,24,29.58,cs.CL_mcs120_nn15_nc5_ms10
cs.CL,12418,120,False,15,10,5,24,31.02,cs.CL_mcs120_nn15_nc10_ms5
cs.CL,12418,120,False,15,10,10,22,32.13,cs.CL_mcs120_nn15_nc10_ms10
